trials,"[10000000, 10000000, 10000000, 10000000, 10000000, 10000000, 10000000, 10000000, 10000000, 10000000]",10000000.0,0.0,50.0,0.0
f_ch_0,"[30676, 30632, 30858, 31300, 30803, 30844, 30846, 30893, 30903, 30829]",30858.4,56.472057987409435,0.154292,0.0002823602899370472
f_ch_1,"[36935, 36739, 36816, 36768, 36947, 36690, 36827, 36624, 37011, 36804]",36816.1,38.09125008887649,0.18408049999999998,0.00019045625044438247
f_ch_2,"[42869, 43418, 42878, 43233, 43101, 42994, 42913, 42891, 43106, 43009]",43041.2,56.281791016278085,0.21520599999999998,0.0002814089550813904
f_ch_3,"[50096, 49389, 49284, 49545, 49501, 49273, 49307, 49491, 49477, 49856]",49521.9,83.50295403956278,0.2476095,0.00041751477019781396
f_ch_4,"[56094, 56448, 55736, 56244, 55998, 55969, 56167, 56103, 55834, 55561]",56015.4,81.3866218872747,0.280077,0.0004069331094363735
f_ch_5,"[62211, 62431, 62105, 62452, 62487, 61828, 62259, 62292, 62247, 61997]",62230.9,66.04534637487927,0.3111545,0.0003302267318743964
f_ch_6,"[68518, 68964, 68224, 68636, 68527, 68703, 68054, 69082, 68623, 69064]",68639.5,106.90039496860825,0.3431975,0.0005345019748430413
f_ch_7,"[74489, 74344, 74721, 74065, 75346, 74584, 74382, 74420, 74115, 74849]",74531.5,118.58997990274446,0.37265750000000003,0.0005929498995137224
f_ch_8,"[79588, 79807, 80093, 80322, 80199, 80227, 80198, 79809, 80638, 80294]",80117.5,96.69875904064126,0.4005875,0.00048349379520320633
f_ch_9,"[85068, 84973, 85176, 84539, 84885, 85337, 84967, 84753, 84904, 85221]",84982.3,73.98694329256871,0.42491150000000005,0.0003699347164628436
f_ch_10,"[88717, 88650, 88923, 88900, 88489, 88493, 88868, 88929, 88394, 88429]",88679.2,68.58114415299102,0.44339599999999996,0.0003429057207649551
f_ch_11,"[92201, 92042, 91705, 92095, 91316, 92262, 92425, 91719, 91735, 92047]",91954.7,104.68015305894639,0.45977349999999995,0.0005234007652947319
f_ch_12,"[94324, 94131, 94527, 93978, 94519, 94365, 94343, 94705, 93680, 93993]",94256.5,97.87387008003947,0.47128250000000005,0.0004893693504001973
f_ch_13,"[95746, 95637, 95736, 95924, 95790, 95550, 95495, 95515, 95308, 95885]",95658.6,61.02425747192668,0.478293,0.0003051212873596334
f_ch_14,"[95925, 96624, 96289, 96412, 96508, 96000, 96076, 96421, 95917, 96563]",96273.5,85.9704406564644,0.4813675,0.000429852203282322
f_ch_15,"[96059, 95915, 94960, 95505, 96186, 95942, 95905, 96069, 96195, 95330]",95806.6,129.18403754162335,0.47903300000000004,0.0006459201877081168
r_ch_0,"[131330, 131305, 130882, 130576, 131897, 130432, 130973, 131136, 130460, 130949]",130994.0,142.82561239342039,0.65497,0.0007141280619671019
r_ch_1,"[141095, 140189, 141102, 141124, 141684, 141131, 140884, 141824, 141331, 141364]",141172.8,141.94809693061129,0.7058639999999999,0.0007097404846530564
r_ch_2,"[149309, 149340, 148973, 149210, 149256, 148955, 149795, 148224, 148496, 149053]",149061.1,140.52144557563685,0.7453055,0.0007026072278781843
r_ch_3,"[153513, 153417, 153463, 153366, 153866, 153289, 152249, 152931, 153979, 153931]",153400.4,163.62634941299103,0.767002,0.0008181317470649552
r_ch_4,"[152950, 153540, 152738, 153899, 153524, 154325, 153043, 154052, 152951, 153911]",153493.3,173.47981310675763,0.7674664999999999,0.0008673990655337882
r_ch_5,"[148971, 149061, 149434, 148707, 148702, 149326, 149598, 149337, 149340, 149627]",149210.3,106.01300234719638,0.7460514999999999,0.0005300650117359819
r_ch_6,"[141310, 141462, 140634, 141447, 140867, 140792, 140843, 141423, 141009, 140480]",141026.7,114.07561332535343,0.7051335000000001,0.0005703780666267671
r_ch_7,"[131038, 131830, 130805, 131589, 130806, 130811, 131647, 130789, 130521, 130416]",131025.2,155.48932081943406,0.655126,0.0007774466040971702
all,"[1149516, 1150144, 1148031, 1149918, 1150602, 1149061, 1149032, 1149716, 1148087, 1149731]",1149383.8,265.31716031111813,5.746919,0.0013265858015555907
